MatchID,BowlingTeam,Against,Innings,PlayerID,Bowler,Role,Overs,Maidens,RunsConceded,Wickets,Economy,BowlerName
1,Puducherry,Punjab,1,644,Abhinav_PY,All-rounder,19.3,1,79,3,4.05,Abhinav_PY
1,Puducherry,Punjab,1,645,Gautham_PY,All-rounder,16.2,1,66,3,4.04,Gautham_PY
1,Puducherry,Punjab,1,646,Arjun_PY,All-rounder,13.2,1,54,2,4.05,Arjun_PY
1,Puducherry,Punjab,1,633,Aditya_PY,Bowler,10.1,0,41,1,4.03,Aditya_PY
1,Puducherry,Punjab,1,634,Yash_PY,Bowler,7.1,0,29,1,4.05,Yash_PY
1,Punjab,Puducherry,1,669,Gautham_PB,All-rounder,19.1,1,74,3,3.86,Gautham_PB
1,Punjab,Puducherry,1,670,Arjun_PB,All-rounder,16.1,1,63,3,3.9,Arjun_PB
1,Punjab,Puducherry,1,657,Aditya_PB,Bowler,13.1,1,51,2,3.87,Aditya_PB
1,Punjab,Puducherry,1,658,Yash_PB,Bowler,10.1,0,39,1,3.84,Yash_PB
1,Punjab,Puducherry,1,659,Manav_PB,Bowler,7,0,27,1,3.86,Manav_PB
1,Puducherry,Punjab,2,638,Neeraj_PY,Bowler,13.3,1,55,3,4.07,Neeraj_PY
1,Puducherry,Punjab,2,639,Vivek_PY,Bowler,11.3,1,47,3,4.09,Vivek_PY
1,Puducherry,Punjab,2,640,Sai_PY,All-rounder,9.2,1,38,2,4.07,Sai_PY
1,Puducherry,Punjab,2,641,Rahul_PY,All-rounder,7.2,0,30,1,4.09,Rahul_PY
1,Puducherry,Punjab,2,642,Aniket_PY,All-rounder,5.1,0,21,1,4.06,Aniket_PY
1,Punjab,Puducherry,2,663,Vivek_PB,Bowler,32.1,1,132,3,4.1,Vivek_PB
1,Punjab,Puducherry,2,664,Sai_PB,All-rounder,26.5,1,111,3,4.14,Sai_PB
1,Punjab,Puducherry,2,665,Rahul_PB,All-rounder,21.4,1,89,2,4.11,Rahul_PB
1,Punjab,Puducherry,2,666,Aniket_PB,All-rounder,16.3,0,68,1,4.12,Aniket_PB
1,Punjab,Puducherry,2,667,Shreyas_PB,All-rounder,11.2,0,47,1,4.15,Shreyas_PB
2,Kerala,Delhi,1,426,Aniket_KL,All-rounder,27.5,1,108,3,3.88,Aniket_KL
2,Kerala,Delhi,1,427,Shreyas_KL,All-rounder,23.3,1,91,3,3.87,Shreyas_KL
2,Kerala,Delhi,1,428,Abhinav_KL,All-rounder,19,1,74,2,3.89,Abhinav_KL
2,Kerala,Delhi,1,429,Gautham_KL,All-rounder,14.3,0,56,1,3.86,Gautham_KL
2,Kerala,Delhi,1,430,Arjun_KL,All-rounder,10,0,39,1,3.9,Arjun_KL
2,Delhi,Kerala,1,206,Neeraj_DL,Bowler,19.4,1,85,3,4.32,Neeraj_DL
2,Delhi,Kerala,1,207,Vivek_DL,Bowler,16.4,1,72,3,4.32,Vivek_DL
2,Delhi,Kerala,1,208,Sai_DL,All-rounder,13.3,1,58,2,4.3,Sai_DL
2,Delhi,Kerala,1,209,Rahul_DL,All-rounder,10.2,0,45,1,4.35,Rahul_DL
2,Delhi,Kerala,1,210,Aniket_DL,All-rounder,7.1,0,31,1,4.33,Aniket_DL
2,Kerala,Delhi,2,417,Aditya_KL,Bowler,23.5,1,92,3,3.86,Aditya_KL
2,Kerala,Delhi,2,418,Yash_KL,Bowler,20,1,78,3,3.9,Yash_KL
2,Kerala,Delhi,2,419,Manav_KL,Bowler,16.1,1,63,2,3.9,Manav_KL
2,Kerala,Delhi,2,420,Sarthak_KL,Bowler,12.3,0,48,1,3.84,Sarthak_KL
2,Kerala,Delhi,2,421,Harsh_KL,Bowler,8.4,0,34,1,3.92,Harsh_KL
2,Delhi,Kerala,2,214,Arjun_DL,All-rounder,16.4,1,69,3,4.14,Arjun_DL
2,Delhi,Kerala,2,201,Aditya_DL,Bowler,14.1,1,59,3,4.16,Aditya_DL
2,Delhi,Kerala,2,202,Yash_DL,Bowler,11.3,1,48,2,4.17,Yash_DL
2,Delhi,Kerala,2,203,Manav_DL,Bowler,8.5,0,37,1,4.19,Manav_DL
2,Delhi,Kerala,2,204,Sarthak_DL,Bowler,6.1,0,25,1,4.05,Sarthak_DL
3,Bengal,Punjab,1,108,Sarthak_BG,Bowler,27.5,1,114,3,4.1,Sarthak_BG
3,Bengal,Punjab,1,109,Harsh_BG,Bowler,23.3,1,96,3,4.09,Harsh_BG
3,Bengal,Punjab,1,110,Neeraj_BG,Bowler,19,1,77,2,4.05,Neeraj_BG
3,Bengal,Punjab,1,111,Vivek_BG,Bowler,14.3,0,59,1,4.07,Vivek_BG
3,Bengal,Punjab,1,112,Sai_BG,All-rounder,10,0,41,1,4.1,Sai_BG
3,Punjab,Bengal,1,665,Rahul_PB,All-rounder,32.2,1,129,3,3.99,Rahul_PB
3,Punjab,Bengal,1,666,Aniket_PB,All-rounder,27.1,1,108,3,3.98,Aniket_PB
3,Punjab,Bengal,1,667,Shreyas_PB,All-rounder,22,1,88,2,4,Shreyas_PB
3,Punjab,Bengal,1,668,Abhinav_PB,All-rounder,16.4,0,66,1,3.96,Abhinav_PB
3,Punjab,Bengal,1,669,Gautham_PB,All-rounder,11.3,0,46,1,4,Gautham_PB
3,Bengal,Punjab,2,116,Abhinav_BG,All-rounder,21.1,1,91,3,4.3,Abhinav_BG
3,Bengal,Punjab,2,117,Gautham_BG,All-rounder,17.5,1,77,3,4.32,Gautham_BG
3,Bengal,Punjab,2,118,Arjun_BG,All-rounder,14.2,1,61,2,4.26,Arjun_BG
3,Bengal,Punjab,2,105,Aditya_BG,Bowler,11,0,47,1,4.27,Aditya_BG
3,Bengal,Punjab,2,106,Yash_BG,Bowler,7.4,0,33,1,4.3,Yash_BG
3,Punjab,Bengal,2,670,Arjun_PB,All-rounder,25.4,1,105,3,4.09,Arjun_PB
3,Punjab,Bengal,2,657,Aditya_PB,Bowler,21.4,1,89,3,4.11,Aditya_PB
3,Punjab,Bengal,2,658,Yash_PB,Bowler,17.3,1,72,2,4.11,Yash_PB
3,Punjab,Bengal,2,659,Manav_PB,Bowler,13.2,0,55,1,4.13,Manav_PB
3,Punjab,Bengal,2,660,Sarthak_PB,Bowler,9.1,0,38,1,4.15,Sarthak_PB
4,Services,Madhya Pradesh,1,764,Abhinav_SV,All-rounder,14.3,1,57,3,3.93,Abhinav_SV
4,Services,Madhya Pradesh,1,765,Gautham_SV,All-rounder,12.2,1,48,3,3.89,Gautham_SV
4,Services,Madhya Pradesh,1,766,Arjun_SV,All-rounder,10,1,39,2,3.9,Arjun_SV
4,Services,Madhya Pradesh,1,753,Aditya_SV,Bowler,7.5,0,31,1,3.96,Aditya_SV
4,Services,Madhya Pradesh,1,754,Yash_SV,Bowler,5.3,0,22,1,4,Yash_SV
4,Madhya Pradesh,Services,1,454,Arjun_MP,All-rounder,34.2,1,136,3,3.96,Arjun_MP
4,Madhya Pradesh,Services,1,441,Aditya_MP,Bowler,28.5,1,114,3,3.95,Aditya_MP
4,Madhya Pradesh,Services,1,442,Yash_MP,Bowler,23.1,1,92,2,3.97,Yash_MP
4,Madhya Pradesh,Services,1,443,Manav_MP,Bowler,17.4,0,70,1,3.96,Manav_MP
4,Madhya Pradesh,Services,1,444,Sarthak_MP,Bowler,12.1,0,48,1,3.95,Sarthak_MP
4,Services,Madhya Pradesh,2,758,Neeraj_SV,Bowler,31.3,1,125,3,3.97,Neeraj_SV
4,Services,Madhya Pradesh,2,759,Vivek_SV,Bowler,26.3,1,105,3,3.96,Vivek_SV
4,Services,Madhya Pradesh,2,760,Sai_SV,All-rounder,21.2,1,85,2,3.98,Sai_SV
4,Services,Madhya Pradesh,2,761,Rahul_SV,All-rounder,16.2,0,65,1,3.98,Rahul_SV
4,Services,Madhya Pradesh,2,762,Aniket_SV,All-rounder,11.1,0,45,1,4.03,Aniket_SV
4,Madhya Pradesh,Services,2,445,Harsh_MP,Bowler,31.3,1,120,3,3.81,Harsh_MP
4,Madhya Pradesh,Services,2,446,Neeraj_MP,Bowler,26.3,1,101,3,3.81,Neeraj_MP
4,Madhya Pradesh,Services,2,447,Vivek_MP,Bowler,21.2,1,81,2,3.8,Vivek_MP
4,Madhya Pradesh,Services,2,448,Sai_MP,All-rounder,16.1,0,62,1,3.84,Sai_MP
4,Madhya Pradesh,Services,2,449,Rahul_MP,All-rounder,11.1,0,43,1,3.85,Rahul_MP
5,Gujarat,Karnataka,1,254,Neeraj_GJ,Bowler,16.3,1,63,3,3.82,Neeraj_GJ
5,Gujarat,Karnataka,1,255,Vivek_GJ,Bowler,14,1,54,3,3.86,Vivek_GJ
5,Gujarat,Karnataka,1,256,Sai_GJ,All-rounder,11.2,1,43,2,3.79,Sai_GJ
5,Gujarat,Karnataka,1,257,Rahul_GJ,All-rounder,8.5,0,34,1,3.85,Rahul_GJ
5,Gujarat,Karnataka,1,258,Aniket_GJ,All-rounder,6.1,0,24,1,3.89,Aniket_GJ
5,Karnataka,Gujarat,1,405,Gautham_KA,All-rounder,27.5,1,100,3,3.59,Gautham_KA
5,Karnataka,Gujarat,1,406,Arjun_KA,All-rounder,23.2,1,83,3,3.56,Arjun_KA
5,Karnataka,Gujarat,1,393,Aditya_KA,Bowler,18.5,1,67,2,3.56,Aditya_KA
5,Karnataka,Gujarat,1,394,Yash_KA,Bowler,14.2,0,51,1,3.56,Yash_KA
5,Karnataka,Gujarat,1,395,Manav_KA,Bowler,9.5,0,35,1,3.56,Manav_KA
5,Gujarat,Karnataka,2,259,Shreyas_GJ,All-rounder,31.5,1,121,3,3.8,Shreyas_GJ
5,Gujarat,Karnataka,2,260,Abhinav_GJ,All-rounder,26.4,1,102,3,3.83,Abhinav_GJ
